index,actual,predicted,probability,cumul_pos,cost,revenue,profit
19046,0.0,0.0,0.0,3611,78140,54165,-23975
19047,0.0,0.0,0.0,3611,78144,54165,-23979
19048,0.0,0.0,0.0,3611,78148,54165,-23983
19049,0.0,0.0,0.0,3611,78152,54165,-23987
19050,0.0,0.0,0.0,3611,78156,54165,-23991
19051,0.0,0.0,0.0,3611,78160,54165,-23995
19052,0.0,0.0,0.0,3611,78164,54165,-23999
19053,0.0,0.0,0.0,3611,78168,54165,-24003
19054,0.0,0.0,0.0,3611,78172,54165,-24007
19057,0.0,0.0,0.0,3611,78176,54165,-24011
19058,0.0,0.0,0.0,3611,78180,54165,-24015
19060,0.0,0.0,0.0,3611,78184,54165,-24019
19061,0.0,0.0,0.0,3611,78188,54165,-24023
19062,0.0,0.0,0.0,3611,78192,54165,-24027
19063,0.0,0.0,0.0,3611,78196,54165,-24031
19064,0.0,0.0,0.0,3611,78200,54165,-24035
19065,0.0,0.0,0.0,3611,78204,54165,-24039
19066,0.0,0.0,0.0,3611,78208,54165,-24043
19067,0.0,0.0,0.0,3611,78212,54165,-24047
19068,0.0,0.0,0.0,3611,78216,54165,-24051
19069,0.0,0.0,0.0,3611,78220,54165,-24055
19070,0.0,0.0,0.0,3611,78224,54165,-24059
19071,0.0,0.0,0.0,3611,78228,54165,-24063
19072,0.0,0.0,0.0,3611,78232,54165,-24067
19073,0.0,0.0,0.0,3611,78236,54165,-24071
19075,0.0,0.0,0.0,3611,78240,54165,-24075
19076,0.0,0.0,0.0,3611,78244,54165,-24079
19077,0.0,0.0,0.0,3611,78248,54165,-24083
19078,0.0,0.0,0.0,3611,78252,54165,-24087
19079,0.0,0.0,0.0,3611,78256,54165,-24091
19080,0.0,0.0,0.0,3611,78260,54165,-24095
19081,0.0,0.0,0.0,3611,78264,54165,-24099
19082,0.0,0.0,0.0,3611,78268,54165,-24103
19084,0.0,0.0,0.0,3611,78272,54165,-24107
19085,0.0,0.0,0.0,3611,78276,54165,-24111
19086,0.0,0.0,0.0,3611,78280,54165,-24115
19087,0.0,0.0,0.0,3611,78284,54165,-24119
19089,0.0,0.0,0.0,3611,78288,54165,-24123
19090,0.0,0.0,0.0,3611,78292,54165,-24127
19091,0.0,0.0,0.0,3611,78296,54165,-24131
19092,0.0,0.0,0.0,3611,78300,54165,-24135
19095,0.0,0.0,0.0,3611,78304,54165,-24139
19096,0.0,0.0,0.0,3611,78308,54165,-24143
19097,0.0,0.0,0.0,3611,78312,54165,-24147
19098,0.0,0.0,0.0,3611,78316,54165,-24151
19099,0.0,0.0,0.0,3611,78320,54165,-24155
19100,0.0,0.0,0.0,3611,78324,54165,-24159
19101,0.0,0.0,0.0,3611,78328,54165,-24163
19103,0.0,0.0,0.0,3611,78332,54165,-24167
19104,0.0,0.0,0.0,3611,78336,54165,-24171
19105,0.0,0.0,0.0,3611,78340,54165,-24175
19107,0.0,0.0,0.0,3611,78344,54165,-24179
19108,0.0,0.0,0.0,3611,78348,54165,-24183
19109,0.0,0.0,0.0,3611,78352,54165,-24187
19110,0.0,0.0,0.0,3611,78356,54165,-24191
19111,0.0,0.0,0.0,3611,78360,54165,-24195
19112,0.0,0.0,0.0,3611,78364,54165,-24199
19114,0.0,0.0,0.0,3611,78368,54165,-24203
19115,0.0,0.0,0.0,3611,78372,54165,-24207
19116,0.0,0.0,0.0,3611,78376,54165,-24211
19117,0.0,0.0,0.0,3611,78380,54165,-24215
19118,0.0,0.0,0.0,3611,78384,54165,-24219
19119,0.0,0.0,0.0,3611,78388,54165,-24223
19120,0.0,0.0,0.0,3611,78392,54165,-24227
19121,0.0,0.0,0.0,3611,78396,54165,-24231
19122,0.0,0.0,0.0,3611,78400,54165,-24235
19123,0.0,0.0,0.0,3611,78404,54165,-24239
19124,0.0,0.0,0.0,3611,78408,54165,-24243
19125,0.0,0.0,0.0,3611,78412,54165,-24247
19126,0.0,0.0,0.0,3611,78416,54165,-24251
19127,0.0,0.0,0.0,3611,78420,54165,-24255
19128,0.0,0.0,0.0,3611,78424,54165,-24259
19129,0.0,0.0,0.0,3611,78428,54165,-24263
19130,0.0,0.0,0.0,3611,78432,54165,-24267
19131,0.0,0.0,0.0,3611,78436,54165,-24271
19132,0.0,0.0,0.0,3611,78440,54165,-24275
19133,0.0,0.0,0.0,3611,78444,54165,-24279
19134,0.0,0.0,0.0,3611,78448,54165,-24283
19135,0.0,0.0,0.0,3611,78452,54165,-24287
19136,0.0,0.0,0.0,3611,78456,54165,-24291
19138,0.0,0.0,0.0,3611,78460,54165,-24295
19139,0.0,0.0,0.0,3611,78464,54165,-24299
19140,0.0,0.0,0.0,3611,78468,54165,-24303
19141,0.0,0.0,0.0,3611,78472,54165,-24307
19142,0.0,0.0,0.0,3611,78476,54165,-24311
19143,0.0,0.0,0.0,3611,78480,54165,-24315
19144,0.0,0.0,0.0,3611,78484,54165,-24319
19145,0.0,0.0,0.0,3611,78488,54165,-24323
19146,0.0,0.0,0.0,3611,78492,54165,-24327
19147,0.0,0.0,0.0,3611,78496,54165,-24331
19148,0.0,0.0,0.0,3611,78500,54165,-24335
19150,0.0,0.0,0.0,3611,78504,54165,-24339
19151,0.0,0.0,0.0,3611,78508,54165,-24343
19152,0.0,0.0,0.0,3611,78512,54165,-24347
19153,0.0,0.0,0.0,3611,78516,54165,-24351
19154,0.0,0.0,0.0,3611,78520,54165,-24355
19156,0.0,0.0,0.0,3611,78524,54165,-24359
19157,0.0,0.0,0.0,3611,78528,54165,-24363
19158,0.0,0.0,0.0,3611,78532,54165,-24367
19159,0.0,0.0,0.0,3611,78536,54165,-24371
19160,0.0,0.0,0.0,3611,78540,54165,-24375
19164,0.0,0.0,0.0,3611,78544,54165,-24379
19165,0.0,0.0,0.0,3611,78548,54165,-24383
19166,0.0,0.0,0.0,3611,78552,54165,-24387
19167,0.0,0.0,0.0,3611,78556,54165,-24391
19168,0.0,0.0,0.0,3611,78560,54165,-24395
19169,0.0,0.0,0.0,3611,78564,54165,-24399
19170,0.0,0.0,0.0,3611,78568,54165,-24403
19172,0.0,0.0,0.0,3611,78572,54165,-24407
19173,0.0,0.0,0.0,3611,78576,54165,-24411
19174,0.0,0.0,0.0,3611,78580,54165,-24415
19175,0.0,0.0,0.0,3611,78584,54165,-24419
19176,0.0,0.0,0.0,3611,78588,54165,-24423
19177,0.0,0.0,0.0,3611,78592,54165,-24427
19178,0.0,0.0,0.0,3611,78596,54165,-24431
19179,0.0,0.0,0.0,3611,78600,54165,-24435
19182,0.0,0.0,0.0,3611,78604,54165,-24439
19183,0.0,0.0,0.0,3611,78608,54165,-24443
19184,0.0,0.0,0.0,3611,78612,54165,-24447
19185,0.0,0.0,0.0,3611,78616,54165,-24451
19188,0.0,0.0,0.0,3611,78620,54165,-24455
19189,0.0,0.0,0.0,3611,78624,54165,-24459
19190,0.0,0.0,0.0,3611,78628,54165,-24463
19191,0.0,0.0,0.0,3611,78632,54165,-24467
19192,0.0,0.0,0.0,3611,78636,54165,-24471
19193,0.0,0.0,0.0,3611,78640,54165,-24475
19194,0.0,0.0,0.0,3611,78644,54165,-24479
19195,0.0,0.0,0.0,3611,78648,54165,-24483
19196,0.0,0.0,0.0,3611,78652,54165,-24487
19197,0.0,0.0,0.0,3611,78656,54165,-24491
19198,0.0,0.0,0.0,3611,78660,54165,-24495
19199,0.0,0.0,0.0,3611,78664,54165,-24499
19200,0.0,0.0,0.0,3611,78668,54165,-24503
19201,0.0,0.0,0.0,3611,78672,54165,-24507
19202,0.0,0.0,0.0,3611,78676,54165,-24511
19203,0.0,0.0,0.0,3611,78680,54165,-24515
19204,0.0,0.0,0.0,3611,78684,54165,-24519
19205,0.0,0.0,0.0,3611,78688,54165,-24523
19207,0.0,0.0,0.0,3611,78692,54165,-24527
19208,0.0,0.0,0.0,3611,78696,54165,-24531
19209,0.0,0.0,0.0,3611,78700,54165,-24535
19210,0.0,0.0,0.0,3611,78704,54165,-24539
19211,0.0,0.0,0.0,3611,78708,54165,-24543
19212,0.0,0.0,0.0,3611,78712,54165,-24547
19213,0.0,0.0,0.0,3611,78716,54165,-24551
19214,0.0,0.0,0.0,3611,78720,54165,-24555
19215,0.0,0.0,0.0,3611,78724,54165,-24559
19216,0.0,0.0,0.0,3611,78728,54165,-24563
19217,0.0,0.0,0.0,3611,78732,54165,-24567
19218,0.0,0.0,0.0,3611,78736,54165,-24571
19219,0.0,0.0,0.0,3611,78740,54165,-24575
19220,0.0,0.0,0.0,3611,78744,54165,-24579
19221,0.0,0.0,0.0,3611,78748,54165,-24583
19223,0.0,0.0,0.0,3611,78752,54165,-24587
19224,0.0,0.0,0.0,3611,78756,54165,-24591
19225,0.0,0.0,0.0,3611,78760,54165,-24595
19226,0.0,0.0,0.0,3611,78764,54165,-24599
19227,0.0,0.0,0.0,3611,78768,54165,-24603
19228,0.0,0.0,0.0,3611,78772,54165,-24607
19229,0.0,0.0,0.0,3611,78776,54165,-24611
19230,0.0,0.0,0.0,3611,78780,54165,-24615
19231,0.0,0.0,0.0,3611,78784,54165,-24619
19232,0.0,0.0,0.0,3611,78788,54165,-24623
19234,0.0,0.0,0.0,3611,78792,54165,-24627
19235,0.0,0.0,0.0,3611,78796,54165,-24631
19237,0.0,0.0,0.0,3611,78800,54165,-24635
19238,0.0,0.0,0.0,3611,78804,54165,-24639
19239,0.0,0.0,0.0,3611,78808,54165,-24643
19241,0.0,0.0,0.0,3611,78812,54165,-24647
19243,0.0,0.0,0.0,3611,78816,54165,-24651
19244,0.0,0.0,0.0,3611,78820,54165,-24655
19245,0.0,0.0,0.0,3611,78824,54165,-24659
19246,0.0,0.0,0.0,3611,78828,54165,-24663
19247,0.0,0.0,0.0,3611,78832,54165,-24667
19248,0.0,0.0,0.0,3611,78836,54165,-24671
19249,0.0,0.0,0.0,3611,78840,54165,-24675
19252,0.0,0.0,0.0,3611,78844,54165,-24679
19254,0.0,0.0,0.0,3611,78848,54165,-24683
19255,0.0,0.0,0.0,3611,78852,54165,-24687
19257,0.0,0.0,0.0,3611,78856,54165,-24691
19258,0.0,0.0,0.0,3611,78860,54165,-24695
19259,0.0,0.0,0.0,3611,78864,54165,-24699
19262,0.0,0.0,0.0,3611,78868,54165,-24703
19263,0.0,0.0,0.0,3611,78872,54165,-24707
19264,0.0,0.0,0.0,3611,78876,54165,-24711
19266,0.0,0.0,0.0,3611,78880,54165,-24715
19267,0.0,0.0,0.0,3611,78884,54165,-24719
19269,0.0,0.0,0.0,3611,78888,54165,-24723
19270,0.0,0.0,0.0,3611,78892,54165,-24727
19271,0.0,0.0,0.0,3611,78896,54165,-24731
19273,0.0,0.0,0.0,3611,78900,54165,-24735
19274,0.0,0.0,0.0,3611,78904,54165,-24739
19275,0.0,0.0,0.0,3611,78908,54165,-24743
19276,0.0,0.0,0.0,3611,78912,54165,-24747
19277,0.0,0.0,0.0,3611,78916,54165,-24751
19278,0.0,0.0,0.0,3611,78920,54165,-24755
19279,0.0,0.0,0.0,3611,78924,54165,-24759
19280,0.0,0.0,0.0,3611,78928,54165,-24763
19281,0.0,0.0,0.0,3611,78932,54165,-24767
19282,0.0,0.0,0.0,3611,78936,54165,-24771
19283,0.0,0.0,0.0,3611,78940,54165,-24775
19284,0.0,0.0,0.0,3611,78944,54165,-24779
19287,0.0,0.0,0.0,3611,78948,54165,-24783
19288,0.0,0.0,0.0,3611,78952,54165,-24787
19289,0.0,0.0,0.0,3611,78956,54165,-24791
19290,0.0,0.0,0.0,3611,78960,54165,-24795
19291,0.0,0.0,0.0,3611,78964,54165,-24799
19293,0.0,0.0,0.0,3611,78968,54165,-24803
19294,0.0,0.0,0.0,3611,78972,54165,-24807
19295,0.0,0.0,0.0,3611,78976,54165,-24811
19296,0.0,0.0,0.0,3611,78980,54165,-24815
19297,0.0,0.0,0.0,3611,78984,54165,-24819
19298,0.0,0.0,0.0,3611,78988,54165,-24823
19299,0.0,0.0,0.0,3611,78992,54165,-24827
19300,0.0,0.0,0.0,3611,78996,54165,-24831
19301,0.0,0.0,0.0,3611,79000,54165,-24835
19302,0.0,0.0,0.0,3611,79004,54165,-24839
19303,0.0,0.0,0.0,3611,79008,54165,-24843
19304,0.0,0.0,0.0,3611,79012,54165,-24847
19305,0.0,0.0,0.0,3611,79016,54165,-24851
19306,0.0,0.0,0.0,3611,79020,54165,-24855
19307,0.0,0.0,0.0,3611,79024,54165,-24859
19308,0.0,0.0,0.0,3611,79028,54165,-24863
19309,0.0,0.0,0.0,3611,79032,54165,-24867
19310,0.0,0.0,0.0,3611,79036,54165,-24871
19311,0.0,0.0,0.0,3611,79040,54165,-24875
19313,0.0,0.0,0.0,3611,79044,54165,-24879
19315,0.0,0.0,0.0,3611,79048,54165,-24883
19316,0.0,0.0,0.0,3611,79052,54165,-24887
19317,0.0,0.0,0.0,3611,79056,54165,-24891
19318,0.0,0.0,0.0,3611,79060,54165,-24895
19320,0.0,0.0,0.0,3611,79064,54165,-24899
19321,0.0,0.0,0.0,3611,79068,54165,-24903
19322,0.0,0.0,0.0,3611,79072,54165,-24907
19323,0.0,0.0,0.0,3611,79076,54165,-24911
19324,0.0,0.0,0.0,3611,79080,54165,-24915
19326,0.0,0.0,0.0,3611,79084,54165,-24919
19327,0.0,0.0,0.0,3611,79088,54165,-24923
19328,0.0,0.0,0.0,3611,79092,54165,-24927
19329,0.0,0.0,0.0,3611,79096,54165,-24931
19330,0.0,0.0,0.0,3611,79100,54165,-24935
19331,0.0,0.0,0.0,3611,79104,54165,-24939
19332,0.0,0.0,0.0,3611,79108,54165,-24943
19334,0.0,0.0,0.0,3611,79112,54165,-24947
19335,0.0,0.0,0.0,3611,79116,54165,-24951
19336,0.0,0.0,0.0,3611,79120,54165,-24955
19337,0.0,0.0,0.0,3611,79124,54165,-24959
19338,0.0,0.0,0.0,3611,79128,54165,-24963
19340,0.0,0.0,0.0,3611,79132,54165,-24967
19341,0.0,0.0,0.0,3611,79136,54165,-24971
19342,0.0,0.0,0.0,3611,79140,54165,-24975
19343,0.0,0.0,0.0,3611,79144,54165,-24979
19344,0.0,0.0,0.0,3611,79148,54165,-24983
19345,0.0,0.0,0.0,3611,79152,54165,-24987
19346,0.0,0.0,0.0,3611,79156,54165,-24991
19348,0.0,0.0,0.0,3611,79160,54165,-24995
19349,0.0,0.0,0.0,3611,79164,54165,-24999
19350,0.0,0.0,0.0,3611,79168,54165,-25003
19351,0.0,0.0,0.0,3611,79172,54165,-25007
19352,0.0,0.0,0.0,3611,79176,54165,-25011
19353,0.0,0.0,0.0,3611,79180,54165,-25015
19354,0.0,0.0,0.0,3611,79184,54165,-25019
19355,0.0,0.0,0.0,3611,79188,54165,-25023
19356,0.0,0.0,0.0,3611,79192,54165,-25027
19358,0.0,0.0,0.0,3611,79196,54165,-25031
19359,0.0,0.0,0.0,3611,79200,54165,-25035
19360,0.0,0.0,0.0,3611,79204,54165,-25039
19361,0.0,0.0,0.0,3611,79208,54165,-25043
19362,0.0,0.0,0.0,3611,79212,54165,-25047
19363,0.0,0.0,0.0,3611,79216,54165,-25051
19364,0.0,0.0,0.0,3611,79220,54165,-25055
19365,0.0,0.0,0.0,3611,79224,54165,-25059
19366,0.0,0.0,0.0,3611,79228,54165,-25063
19367,0.0,0.0,0.0,3611,79232,54165,-25067
19368,0.0,0.0,0.0,3611,79236,54165,-25071
19369,0.0,0.0,0.0,3611,79240,54165,-25075
19370,0.0,0.0,0.0,3611,79244,54165,-25079
19371,0.0,0.0,0.0,3611,79248,54165,-25083
19372,0.0,0.0,0.0,3611,79252,54165,-25087
19374,0.0,0.0,0.0,3611,79256,54165,-25091
19375,0.0,0.0,0.0,3611,79260,54165,-25095
19376,0.0,0.0,0.0,3611,79264,54165,-25099
19377,0.0,0.0,0.0,3611,79268,54165,-25103
19379,0.0,0.0,0.0,3611,79272,54165,-25107
19380,0.0,0.0,0.0,3611,79276,54165,-25111
19381,0.0,0.0,0.0,3611,79280,54165,-25115
19382,0.0,0.0,0.0,3611,79284,54165,-25119
19384,0.0,0.0,0.0,3611,79288,54165,-25123
19385,0.0,0.0,0.0,3611,79292,54165,-25127
19386,0.0,0.0,0.0,3611,79296,54165,-25131
19387,0.0,0.0,0.0,3611,79300,54165,-25135
19389,0.0,0.0,0.0,3611,79304,54165,-25139
19390,0.0,0.0,0.0,3611,79308,54165,-25143
19391,0.0,0.0,0.0,3611,79312,54165,-25147
19393,0.0,0.0,0.0,3611,79316,54165,-25151
19394,0.0,0.0,0.0,3611,79320,54165,-25155
19395,0.0,0.0,0.0,3611,79324,54165,-25159
19396,0.0,0.0,0.0,3611,79328,54165,-25163
19397,0.0,0.0,0.0,3611,79332,54165,-25167
19399,0.0,0.0,0.0,3611,79336,54165,-25171
19400,0.0,0.0,0.0,3611,79340,54165,-25175
19401,0.0,0.0,0.0,3611,79344,54165,-25179
19402,0.0,0.0,0.0,3611,79348,54165,-25183
19403,0.0,0.0,0.0,3611,79352,54165,-25187
19404,0.0,0.0,0.0,3611,79356,54165,-25191
19405,0.0,0.0,0.0,3611,79360,54165,-25195
19406,0.0,0.0,0.0,3611,79364,54165,-25199
19407,0.0,0.0,0.0,3611,79368,54165,-25203
19408,0.0,0.0,0.0,3611,79372,54165,-25207
19410,0.0,0.0,0.0,3611,79376,54165,-25211
19411,0.0,0.0,0.0,3611,79380,54165,-25215
19412,0.0,0.0,0.0,3611,79384,54165,-25219
19413,0.0,0.0,0.0,3611,79388,54165,-25223
19414,0.0,0.0,0.0,3611,79392,54165,-25227
19415,0.0,0.0,0.0,3611,79396,54165,-25231
19417,0.0,0.0,0.0,3611,79400,54165,-25235
19418,0.0,0.0,0.0,3611,79404,54165,-25239
19419,0.0,0.0,0.0,3611,79408,54165,-25243
19420,0.0,0.0,0.0,3611,79412,54165,-25247
19422,0.0,0.0,0.0,3611,79416,54165,-25251
19424,0.0,0.0,0.0,3611,79420,54165,-25255
19426,0.0,0.0,0.0,3611,79424,54165,-25259
19427,0.0,0.0,0.0,3611,79428,54165,-25263
19428,0.0,0.0,0.0,3611,79432,54165,-25267
19430,0.0,0.0,0.0,3611,79436,54165,-25271
19431,0.0,0.0,0.0,3611,79440,54165,-25275
19432,0.0,0.0,0.0,3611,79444,54165,-25279
19434,0.0,0.0,0.0,3611,79448,54165,-25283
19435,0.0,0.0,0.0,3611,79452,54165,-25287
19436,0.0,0.0,0.0,3611,79456,54165,-25291
19437,0.0,0.0,0.0,3611,79460,54165,-25295
19439,0.0,0.0,0.0,3611,79464,54165,-25299
19440,0.0,0.0,0.0,3611,79468,54165,-25303
19441,0.0,0.0,0.0,3611,79472,54165,-25307
19442,0.0,0.0,0.0,3611,79476,54165,-25311
19444,0.0,0.0,0.0,3611,79480,54165,-25315
19445,0.0,0.0,0.0,3611,79484,54165,-25319
19446,0.0,0.0,0.0,3611,79488,54165,-25323
19447,0.0,0.0,0.0,3611,79492,54165,-25327
19448,0.0,0.0,0.0,3611,79496,54165,-25331
19449,0.0,0.0,0.0,3611,79500,54165,-25335
19450,0.0,0.0,0.0,3611,79504,54165,-25339
19451,0.0,0.0,0.0,3611,79508,54165,-25343
19453,0.0,0.0,0.0,3611,79512,54165,-25347
19454,0.0,0.0,0.0,3611,79516,54165,-25351
19455,0.0,0.0,0.0,3611,79520,54165,-25355
19456,0.0,0.0,0.0,3611,79524,54165,-25359
19457,0.0,0.0,0.0,3611,79528,54165,-25363
19458,0.0,0.0,0.0,3611,79532,54165,-25367
19459,0.0,0.0,0.0,3611,79536,54165,-25371
19460,0.0,0.0,0.0,3611,79540,54165,-25375
19461,0.0,0.0,0.0,3611,79544,54165,-25379
19462,0.0,0.0,0.0,3611,79548,54165,-25383
19463,0.0,0.0,0.0,3611,79552,54165,-25387
19464,0.0,0.0,0.0,3611,79556,54165,-25391
19465,0.0,0.0,0.0,3611,79560,54165,-25395
19466,0.0,0.0,0.0,3611,79564,54165,-25399
19467,0.0,0.0,0.0,3611,79568,54165,-25403
19468,0.0,0.0,0.0,3611,79572,54165,-25407
19469,0.0,0.0,0.0,3611,79576,54165,-25411
19470,0.0,0.0,0.0,3611,79580,54165,-25415
19471,0.0,0.0,0.0,3611,79584,54165,-25419
19472,0.0,0.0,0.0,3611,79588,54165,-25423
19473,0.0,0.0,0.0,3611,79592,54165,-25427
19475,0.0,0.0,0.0,3611,79596,54165,-25431
19477,0.0,0.0,0.0,3611,79600,54165,-25435
19478,0.0,0.0,0.0,3611,79604,54165,-25439
19480,0.0,0.0,0.0,3611,79608,54165,-25443
19482,0.0,0.0,0.0,3611,79612,54165,-25447
19484,0.0,0.0,0.0,3611,79616,54165,-25451
19485,0.0,0.0,0.0,3611,79620,54165,-25455
19486,0.0,0.0,0.0,3611,79624,54165,-25459
19487,0.0,0.0,0.0,3611,79628,54165,-25463
19488,0.0,0.0,0.0,3611,79632,54165,-25467
19489,0.0,0.0,0.0,3611,79636,54165,-25471
19490,0.0,0.0,0.0,3611,79640,54165,-25475
19491,0.0,0.0,0.0,3611,79644,54165,-25479
19492,0.0,0.0,0.0,3611,79648,54165,-25483
19493,0.0,0.0,0.0,3611,79652,54165,-25487
19494,0.0,0.0,0.0,3611,79656,54165,-25491
19495,0.0,0.0,0.0,3611,79660,54165,-25495
19497,0.0,0.0,0.0,3611,79664,54165,-25499
19498,0.0,0.0,0.0,3611,79668,54165,-25503
19499,0.0,0.0,0.0,3611,79672,54165,-25507
19500,0.0,0.0,0.0,3611,79676,54165,-25511
19501,0.0,0.0,0.0,3611,79680,54165,-25515
19502,0.0,0.0,0.0,3611,79684,54165,-25519
19503,0.0,0.0,0.0,3611,79688,54165,-25523
19504,0.0,0.0,0.0,3611,79692,54165,-25527
19505,0.0,0.0,0.0,3611,79696,54165,-25531
19506,0.0,0.0,0.0,3611,79700,54165,-25535
19507,0.0,0.0,0.0,3611,79704,54165,-25539
19508,0.0,0.0,0.0,3611,79708,54165,-25543
19509,0.0,0.0,0.0,3611,79712,54165,-25547
19510,0.0,0.0,0.0,3611,79716,54165,-25551
19511,0.0,0.0,0.0,3611,79720,54165,-25555
19512,0.0,0.0,0.0,3611,79724,54165,-25559
19513,0.0,0.0,0.0,3611,79728,54165,-25563
19514,0.0,0.0,0.0,3611,79732,54165,-25567
19515,0.0,0.0,0.0,3611,79736,54165,-25571
19516,0.0,0.0,0.0,3611,79740,54165,-25575
19517,0.0,0.0,0.0,3611,79744,54165,-25579
19518,0.0,0.0,0.0,3611,79748,54165,-25583
19519,0.0,0.0,0.0,3611,79752,54165,-25587
19520,0.0,0.0,0.0,3611,79756,54165,-25591
19521,0.0,0.0,0.0,3611,79760,54165,-25595
19522,0.0,0.0,0.0,3611,79764,54165,-25599
19523,0.0,0.0,0.0,3611,79768,54165,-25603
19524,0.0,0.0,0.0,3611,79772,54165,-25607
19525,0.0,0.0,0.0,3611,79776,54165,-25611
19527,0.0,0.0,0.0,3611,79780,54165,-25615
19528,0.0,0.0,0.0,3611,79784,54165,-25619
19529,0.0,0.0,0.0,3611,79788,54165,-25623
19530,0.0,0.0,0.0,3611,79792,54165,-25627
19531,0.0,0.0,0.0,3611,79796,54165,-25631
19532,0.0,0.0,0.0,3611,79800,54165,-25635
19533,0.0,0.0,0.0,3611,79804,54165,-25639
19534,0.0,0.0,0.0,3611,79808,54165,-25643
19536,0.0,0.0,0.0,3611,79812,54165,-25647
19537,0.0,0.0,0.0,3611,79816,54165,-25651
19538,0.0,0.0,0.0,3611,79820,54165,-25655
19539,0.0,0.0,0.0,3611,79824,54165,-25659
19540,0.0,0.0,0.0,3611,79828,54165,-25663
19541,0.0,0.0,0.0,3611,79832,54165,-25667
19542,0.0,0.0,0.0,3611,79836,54165,-25671
19543,0.0,0.0,0.0,3611,79840,54165,-25675
19544,0.0,0.0,0.0,3611,79844,54165,-25679
19545,0.0,0.0,0.0,3611,79848,54165,-25683
19546,0.0,0.0,0.0,3611,79852,54165,-25687
19547,0.0,0.0,0.0,3611,79856,54165,-25691
19549,0.0,0.0,0.0,3611,79860,54165,-25695
19550,0.0,0.0,0.0,3611,79864,54165,-25699
19551,0.0,0.0,0.0,3611,79868,54165,-25703
19552,0.0,0.0,0.0,3611,79872,54165,-25707
19553,0.0,0.0,0.0,3611,79876,54165,-25711
19554,0.0,0.0,0.0,3611,79880,54165,-25715
19555,0.0,0.0,0.0,3611,79884,54165,-25719
19556,0.0,0.0,0.0,3611,79888,54165,-25723
19558,0.0,0.0,0.0,3611,79892,54165,-25727
19559,0.0,0.0,0.0,3611,79896,54165,-25731
19560,0.0,0.0,0.0,3611,79900,54165,-25735
19562,0.0,0.0,0.0,3611,79904,54165,-25739
19563,0.0,0.0,0.0,3611,79908,54165,-25743
19565,0.0,0.0,0.0,3611,79912,54165,-25747
19566,0.0,0.0,0.0,3611,79916,54165,-25751
19567,0.0,0.0,0.0,3611,79920,54165,-25755
19568,0.0,0.0,0.0,3611,79924,54165,-25759
19569,0.0,0.0,0.0,3611,79928,54165,-25763
19571,0.0,0.0,0.0,3611,79932,54165,-25767
19572,0.0,0.0,0.0,3611,79936,54165,-25771
19574,0.0,0.0,0.0,3611,79940,54165,-25775
19575,0.0,0.0,0.0,3611,79944,54165,-25779
19576,0.0,0.0,0.0,3611,79948,54165,-25783
19577,0.0,0.0,0.0,3611,79952,54165,-25787
19578,0.0,0.0,0.0,3611,79956,54165,-25791
19579,0.0,0.0,0.0,3611,79960,54165,-25795
19580,0.0,0.0,0.0,3611,79964,54165,-25799
19582,0.0,0.0,0.0,3611,79968,54165,-25803
19583,0.0,0.0,0.0,3611,79972,54165,-25807
19584,0.0,0.0,0.0,3611,79976,54165,-25811
19585,0.0,0.0,0.0,3611,79980,54165,-25815
19586,0.0,0.0,0.0,3611,79984,54165,-25819
19587,0.0,0.0,0.0,3611,79988,54165,-25823
19589,0.0,0.0,0.0,3611,79992,54165,-25827
19590,0.0,0.0,0.0,3611,79996,54165,-25831
19591,0.0,0.0,0.0,3611,80000,54165,-25835
19592,0.0,0.0,0.0,3611,80004,54165,-25839
19593,0.0,0.0,0.0,3611,80008,54165,-25843
19594,0.0,0.0,0.0,3611,80012,54165,-25847
19596,0.0,0.0,0.0,3611,80016,54165,-25851
19597,0.0,0.0,0.0,3611,80020,54165,-25855
19598,0.0,0.0,0.0,3611,80024,54165,-25859
19599,0.0,0.0,0.0,3611,80028,54165,-25863
19600,0.0,0.0,0.0,3611,80032,54165,-25867
19601,0.0,0.0,0.0,3611,80036,54165,-25871
19602,0.0,0.0,0.0,3611,80040,54165,-25875
19603,0.0,0.0,0.0,3611,80044,54165,-25879
19604,0.0,0.0,0.0,3611,80048,54165,-25883
19605,0.0,0.0,0.0,3611,80052,54165,-25887
19608,0.0,0.0,0.0,3611,80056,54165,-25891
19609,0.0,0.0,0.0,3611,80060,54165,-25895
19611,0.0,0.0,0.0,3611,80064,54165,-25899
19612,0.0,0.0,0.0,3611,80068,54165,-25903
19613,0.0,0.0,0.0,3611,80072,54165,-25907
19614,0.0,0.0,0.0,3611,80076,54165,-25911
19615,0.0,0.0,0.0,3611,80080,54165,-25915
19616,0.0,0.0,0.0,3611,80084,54165,-25919
19618,0.0,0.0,0.0,3611,80088,54165,-25923
19619,0.0,0.0,0.0,3611,80092,54165,-25927
19620,0.0,0.0,0.0,3611,80096,54165,-25931
19622,0.0,0.0,0.0,3611,80100,54165,-25935
19623,0.0,0.0,0.0,3611,80104,54165,-25939
19624,0.0,0.0,0.0,3611,80108,54165,-25943
19626,0.0,0.0,0.0,3611,80112,54165,-25947
19627,0.0,0.0,0.0,3611,80116,54165,-25951
19628,0.0,0.0,0.0,3611,80120,54165,-25955
19629,0.0,0.0,0.0,3611,80124,54165,-25959
19630,0.0,0.0,0.0,3611,80128,54165,-25963
